conclusion_number,conclusion_date,incident_date,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info,crew,deaths_crew_members,seriously_injured_crew_members,passengers,deaths_passengers,seriously_injured_passengers,other_deaths,other_injuries,aircraft_type2,Year,percentage_deaths_to_all_incidents
07/2003,,2002-12-08,ΑΤΥΧΗΜΑ,Ελαφρύ ελικόπτερο τύπου Robbinson R44 κατά τη διαδρομή αντιμετώπισε απώλεια ισχύος λόγω διαρροής καυσίμου και έκανε αναγκαστική προσθαλάσσωση με επιτυχία και χωρίς τραυματισμό. Μετά την προσθαλάσσωση το ελικόπτερο πήρε φωτιά και βυθίστηκε .,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=3    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Ακρωτήριο ""Αγ. Ιωάννης"" Άνδρου",,Ελικόπτερο,Μικρό / Ελαφρύ,"Ακρωτήριο ""Αγ. Ιωάννης"" ΆνδρουΝηολόγιο(α): N303DFΕλικόπτεροΜικρό / Ελαφρύ",1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2002,
06/2003,,2002-06-16,ΑΤΥΧΗΜΑ,Ελικόπτερο του ΕΚΑΒ κατά την αεροδιακομιδή ασθενούς (πτήση HEMS) σε νυχτερινή πτήση συνετρίβη σε όρος της νήσου Ανάφης και κατεστράφη ολοσχερώς με αποτέλεσμα τον θανάσιμο τραυματισμό όλων των επιβαινόντων.,Θανάσιμος τραυματισμός,      Πλήρωμα=4                       Επιβάτες=1    Θάνατοι Πληρώματος=4          Θάνατοι Επιβατών=1Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Νήσος Ανάφη 1,6 Νμ Από Το Ελικοδρόμιο",,Ελικόπτερο,Μικρό / Ελαφρύ,"Νήσος Ανάφη 1,6 ΝΜ από το ελικοδρόμιοΝηολόγιο(α): SX-HDRΕλικόπτεροΜικρό / Ελαφρύ",4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Ελικόπτερο,2002,
05/2003,,2002-03-11,ΑΤΥΧΗΜΑ,Μικρό μονοκινητήριο αεροπλάνο κατά την προσέγγιση αντιμετώπισε κράτηση του κινητήρα λόγω χειρισμού του συστήματος καυσίμου και έκανε αναγκαστική προσγείωση σε παρακείμενο αγρό καταλήγοντας σε εκτεταμένες ζημιές του αεροπλάνου.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Περιοχή Αεροδρομίου Τανάγρας - Σχηματάρι Βοιωτίας,SX-ABS,Αεροπλάνο,Μικρό / Ελαφρύ,Περιοχή Αεροδρομίου Τανάγρας - Σχηματάρι ΒοιωτίαςΝηολόγιο(α): SX-ABSΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2002,
04/2003,,2001-08-08,ΑΤΥΧΗΜΑ,Μικρό μονοκινητήριο αεροπλάνο έχασε τον κινητήρα λόγω διαχείρισης του συστήματος καυσίμου και προσθαλασσώθηκε επιτυχώς χωρίς τραυματισμό. Το αεροπλάνο χωρίς να έχει υποστεί ζημιές κατά την προσθαλάσσωση βυθίστηκε σε  βάθος 300 μέτρων λίγο αργότερα.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλάσσια Περιοχή 2 Νμ Νότια Της Νήσου Σαμοθράκης,,Αεροπλάνο,Μικρό / Ελαφρύ,Θαλάσσια περιοχή 2 ΝΜ νότια της νήσου ΣαμοθράκηςΝηολόγιο(α): SX-AKKΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2001,
03/2003,,2001-08-19,ΑΤΥΧΗΜΑ,Μικρό δικινητήριο αεροπλάνο κατά την προσέγγιση στο αεροδρόμιο Αθηνών έμεινε από καύσιμα και συνετρίβη κατά την προσπάθεια προσθαλάσσωσης κοντά στην ακτή.,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=3    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=2                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλάσσια Περιοχή 500 M Δυτικά Του Κρατικού Αερολιμένα Αθηνών,SX-BNE,Αεροπλάνο,Μικρό / Ελαφρύ,Θαλάσσια περιοχή 500 m Δυτικά του Κρατικού Αερολιμένα ΑθηνώνΝηολόγιο(α): SX-BNEΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,Αεροπλάνο,2001,
02/2003,,2000-02-26,ΑΤΥΧΗΜΑ,Κατά την απογείωση μετά από αποπροσγείωση (touch&amp;go) εκπαιδευτικής πτήσης ελαφρύ αεροπλάνο έχασε τον έλεγχο σε χαμηλό ύψος και προσέκρουσε στο έδαφος ανατολικά του διαδρόμου αναπηδώντας και καταλήγοντας σε ανατροπή.,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Στρατιωτικό Αερο∆Ρομιο Τατοϊου (Lgtt),,Αεροπλάνο,Μικρό / Ελαφρύ,Στρατιωτικό ΑΕΡΟ∆ΡΟΜΙΟ ΤΑΤΟΪΟΥ (LGTT)Νηολόγιο(α): SX-AMFΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2000,
01/2003,,2002-06-14,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Κατά την εκτέλεση εκπαιδευτικής πτήσης με δικινητήριο αεροπλάνο Jetstream 31 η πόρτα της καμπίνας επιβατών αποκολλήθηκε από το αεροσκάφος και έπεσε στη θάλασσα.,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Υπεράνω Θαλάσσιας Περιοχής Ν. Σουνίου,,Αεροπλάνο,Μικρό / Ελαφρύ,Υπεράνω Θαλάσσιας περιοχής Ν. ΣουνίουΝηολόγιο(α): SX-BNJΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2002,
10/2002,,2001-05-26,ΑΤΥΧΗΜΑ,"Ελαφρύ αεροπλάνο είχε ανώμαλη επαφή στο διάδρομο προσγείωσης, με αναπηδήσεις που κατέληξαν σε κρούση της κινούμενης έλικας στο διάδρομο.",Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Στρατιωτικό Αεροδρόμιο  Μάλεµε Χανίων,,Αεροπλάνο,Μικρό / Ελαφρύ,Στρατιωτικό Αεροδρόμιο  Μάλεµε ΧανίωνΝηολόγιο(α): SX-ABIΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2001,
09/2002,,2002-11-08,ΑΤΥΧΗΜΑ,Σταθμευμένο ελαφρύ αεροπλάνο ανετράπη από το κατώρευμα που δημιούργησε ελικόπτερο κατά την προσγείωσή του σε γειτονική θέση στάθμευσης.,Χωρίς Τραυματισμό,      Πλήρωμα=0                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Χώρος Στάθμευσης Α/Φων Αερολιμένα Κέρκυρας (Lgkr),HB-CRE,Αεροπλάνο,Μικρό / Ελαφρύ,Χώρος στάθμευσης α/φων Αερολιμένα Κέρκυρας (LGKR)Νηολόγιο(α): HB-CREΑεροπλάνοΜικρό / Ελαφρύ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2002,
08/2002,,2002-12-09,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Μονοκινητήριο Ελαφρύ αεροπλάνο κατά την προσγείωση βγήκε εκτός διαδρόμου αποκλίνοντας της κεντρικής γραμμής,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Σαντορίνης (Lgsr),F-PYOP,Αεροπλάνο,Πολύ Ελαφρύ,Κρατικός Αερολιμένας Σαντορίνης (LGSR)Νηολόγιο(α): F-PYOPΑεροπλάνοΠολύ Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2002,
07/2002,,2001-03-25,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο απογειώθηκε λίγο πριν αποκτήσει την προβλεπόμενη ταχύτητα με αποτέλεσμα την απώλεια στήριξης και πρόσκρουση σε παρακείμενη περιοχή.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ιδιωτικό Αεροδρόμιο  Αερολέσχης Έδεσσας,SX-ABW,Αεροπλάνο,Μικρό / Ελαφρύ,Ιδιωτικό Αεροδρόμιο  Αερολέσχης ΈδεσσαςΝηολόγιο(α): SX-ABWΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2001,
06/2002,,2002-02-20,ΑΤΥΧΗΜΑ,"Ελαφρύ ελικόπτερο κατά την αιώρηση πριν την προσγείωση έχασε τον έλεγχο λόγω απώλειας στήριξης του ουραίου στροφείου,  καταλήγοντας σε βαριά αναγκαστική προσγείωση με ελαφρύ τραυματισμό.",Μικρός τραυματισμός,      Πλήρωμα=2                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Λιμεναρια Θασου,,Ελικόπτερο,Μικρό / Ελαφρύ,ΛΙΜΕΝΑΡΙΑ ΘΑΣΟΥΝηολόγιο(α): SX-HDCΕλικόπτεροΜικρό / Ελαφρύ,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2002,
05/2002,,2001-01-14,ΑΤΥΧΗΜΑ,Ελικόπτερο διακομιδής ασθενούς του ΕΚΑΒ συνετρίβη σε θαλάσια περιοχή κοντά στο Σούνιο σε συνθήκες νύχτας και έντονων καιρικών φαινομένων.,Θανάσιμος τραυματισμός,      Πλήρωμα=4                       Επιβάτες=1    Θάνατοι Πληρώματος=4          Θάνατοι Επιβατών=1Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλασσια Περιοχη 7 Ν.Μ. Νοτιως Σουνιου,,Ελικόπτερο,Μικρό / Ελαφρύ,ΘΑΛΑΣΣΙΑ ΠΕΡΙΟΧΗ 7 Ν.Μ. ΝΟΤΙΩΣ ΣΟΥΝΙΟΥΝηολόγιο(α): SX-HDTΕλικόπτεροΜικρό / Ελαφρύ,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Ελικόπτερο,2001,
04/2002,,2001-08-02,ΑΤΥΧΗΜΑ,"Κατά την προσγείωση ελαφρύ αεροπλάνο ήρθε σε επαφή με το έδαφος 80m πριν το κατώφλι του διαδρόμου, σε μαλακό έδαφος, με αποτέλεσμα να βουλιάξουν οι κύριοι τροχοί και να ανατραπεί.",Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδιο Προσγειωσης Κωπαϊδας Ν. Βοιωτιας,,Αεροπλάνο,Μικρό / Ελαφρύ,ΠΕΔΙΟ ΠΡΟΣΓΕΙΩΣΗΣ ΚΩΠΑΪΔΑΣ Ν. ΒΟΙΩΤΙΑΣΝηολόγιο(α): SX-AAPΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2001,
03/2002,,2000-07-18,ΑΤΥΧΗΜΑ,"Ελαφρύ Αεροπλάνο με 4 επιβαίνοντες έκανε αναγκαστική προσθαλάσσωση, πιθανά λόγω έλλειψης καυσίμου, με συνέπεια το θανάσιμο τραυματισμό του χειριστή και ενός επιβάτη.",Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=3    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=1Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλασσια Περιοχη 5 Νμ Βορειως Νησου Ντιας (Ηρακλειου Κρητης),,Αεροπλάνο,Μικρό / Ελαφρύ,ΘΑΛΑΣΣΙΑ ΠΕΡΙΟΧΗ 5 ΝΜ ΒΟΡΕΙΩΣ ΝΗΣΟΥ ΝΤΙΑΣ (ΗΡΑΚΛΕΙΟΥ ΚΡΗΤΗΣ)Νηολόγιο(α): SX-AMIΑεροπλάνοΜικρό / Ελαφρύ,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,Αεροπλάνο,2000,
02/2002,,2000-08-09,ΑΤΥΧΗΜΑ,Προσγείωση ελαφρού αεροσκάφους με το ριναίο σκέλος προσγείωσης μη ασφαλισμένο κατέληξε σε έξοδο από το διάδρομο (Rynway Excursion).,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Μαραθώνα,,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΜαραθώναΝηολόγιο(α): G-WWASΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2000,
