conclusion_date1,conclusion_date2,incident_info,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info
11/2003,,"30/09/2001
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Αλεξίπτωτο πλαγιάς, λόγω κακών χειρισμών, τέθηκε σε απώλεια στηρίξεως µε αποτέλεσμα την ανώμαλη προσγείωσή του και σοβαρό τραυματισμό του χειριστή του.""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=1          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Νηολόγιο(α): -,Αλεξίπτωτο Πλαγιάς,ΠΛΑΤΑΙΕΣ ΒΟΙΩΤΙΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς
10/2003,,"11/01/2003
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Υπερελαφρύ μονοκινητήριο διθέσιο  αεροσκάφος αντιμετώπισε απώλεια στήριξης κατά την προσέγγιση με πλάγιο άνεμο  και συνετρίβη. Το αεροσκάφος δεν διέθετε προειδοποίηση απώλειας στήριξης.""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=1          Σοβ. Τραυμ. επιβατών=1&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Υπερελαφρύ,Αλίαρτος ΒοιωτίαςΝηολόγιο(α): -ΑεροπλάνοΥπερελαφρύ
09/2003,08/09/2003,"02/09/2001
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ αεροπλάνο σε πτήση VFR εν μέσω κακών καιρικών συνθηκών και έχοντας αλλάξει προορισμό αντιμετώπισε εξάντληση του καυσίμου με αναγκαστική προσθαλάσσωση. Ο χειριστής δεν τραυματίστηκε ενώ το αεροπλάνο βυθίστηκε""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,"Θαλάσσια Περιοχή 6 ΝΜ, ΒΔ της ΠρέβεζαςΝηολόγιο(α): SX-AKVΑεροπλάνοΜικρό / Ελαφρύ"
08/2003,,"09/05/2003
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ αεροπλάνο κατά την προσγείωση εκτράπηκε  εκτός διαδρόμου προσγείωσης από τη δεξιά πλευρά καταλήγοντας σε παρακείμενο οργωμένο χωράφι με ουσιώδης ζημιές.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Πεδίο Προσγείωσης ΛΕΧΑΙΟΥ ΚορινθίαςΝηολόγιο(α): SX-AOIΑεροπλάνοΜικρό / Ελαφρύ
07/2003,,"12/08/2002
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ ελικόπτερο τύπου Robbinson R44 κατά τη διαδρομή αντιμετώπισε απώλεια ισχύος λόγω διαρροής καυσίμου και έκανε αναγκαστική προσθαλάσσωση με επιτυχία και χωρίς τραυματισμό. Μετά την προσθαλάσσωση το ελικόπτερο πήρε φωτιά και βυθίστηκε .""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=3&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Ελικόπτερο,Μικρό / Ελαφρύ,"Ακρωτήριο ""Αγ. Ιωάννης"" ΆνδρουΝηολόγιο(α): N303DFΕλικόπτεροΜικρό / Ελαφρύ"
06/2003,,"16/06/2002
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελικόπτερο του ΕΚΑΒ κατά την αεροδιακομιδή ασθενούς (πτήση HEMS) σε νυχτερινή πτήση συνετρίβη σε όρος της νήσου Ανάφης και κατεστράφη ολοσχερώς με αποτέλεσμα τον θανάσιμο τραυματισμό όλων των επιβαινόντων.""><br/></span>",Θανάσιμος τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=4                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=4                 Θάνατοι Επιβατών=1&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Ελικόπτερο,Μικρό / Ελαφρύ,"Νήσος Ανάφη 1,6 ΝΜ από το ελικοδρόμιοΝηολόγιο(α): SX-HDRΕλικόπτεροΜικρό / Ελαφρύ"
05/2003,,"03/11/2002
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Μικρό μονοκινητήριο αεροπλάνο κατά την προσέγγιση αντιμετώπισε κράτηση του κινητήρα λόγω χειρισμού του συστήματος καυσίμου και έκανε αναγκαστική προσγείωση σε παρακείμενο αγρό καταλήγοντας σε εκτεταμένες ζημιές του αεροπλάνου.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Περιοχή Αεροδρομίου Τανάγρας - Σχηματάρι ΒοιωτίαςΝηολόγιο(α): SX-ABSΑεροπλάνοΜικρό / Ελαφρύ
04/2003,,"08/08/2001
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Μικρό μονοκινητήριο αεροπλάνο έχασε τον κινητήρα λόγω διαχείρισης του συστήματος καυσίμου και προσθαλασσώθηκε επιτυχώς χωρίς τραυματισμό. Το αεροπλάνο χωρίς να έχει υποστεί ζημιές κατά την προσθαλάσσωση βυθίστηκε σε  βάθος 300 μέτρων λίγο αργότερα.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Θαλάσσια περιοχή 2 ΝΜ νότια της νήσου ΣαμοθράκηςΝηολόγιο(α): SX-AKKΑεροπλάνοΜικρό / Ελαφρύ
03/2003,,"19/08/2001
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Μικρό δικινητήριο αεροπλάνο κατά την προσέγγιση στο αεροδρόμιο Αθηνών έμεινε από καύσιμα και συνετρίβη κατά την προσπάθεια προσθαλάσσωσης κοντά στην ακτή.""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=3&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=1          Σοβ. Τραυμ. επιβατών=2&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Θαλάσσια περιοχή 500 m Δυτικά του Κρατικού Αερολιμένα ΑθηνώνΝηολόγιο(α): SX-BNEΑεροπλάνοΜικρό / Ελαφρύ
02/2003,,"26/02/2000
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Κατά την απογείωση μετά από αποπροσγείωση (touch&amp;go) εκπαιδευτικής πτήσης ελαφρύ αεροπλάνο έχασε τον έλεγχο σε χαμηλό ύψος και προσέκρουσε στο έδαφος ανατολικά του διαδρόμου αναπηδώντας και καταλήγοντας σε ανατροπή.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Στρατιωτικό ΑΕΡΟ∆ΡΟΜΙΟ ΤΑΤΟΪΟΥ (LGTT)Νηολόγιο(α): SX-AMFΑεροπλάνοΜικρό / Ελαφρύ
01/2003,,"14/06/2002
ΣΟΒΑΡΟ ΣΥΜΒΑΝ",ΣΟΒΑΡΟ ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Κατά την εκτέλεση εκπαιδευτικής πτήσης με δικινητήριο αεροπλάνο Jetstream 31 η πόρτα της καμπίνας επιβατών αποκολλήθηκε από το αεροσκάφος και έπεσε στη θάλασσα.""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Υπεράνω Θαλάσσιας περιοχής Ν. ΣουνίουΝηολόγιο(α): SX-BNJΑεροπλάνοΜικρό / Ελαφρύ
